|user_idh|post_idh|Self-direction|Stimulation|Hedonism|Achievement|Power|Security|Conformity|Tradition|Benevolence|Universalism
2377|0fea978758c615fa7c1a5c6fdbe30a7ab7fe6c4317c580d7f362773c46360a19|251fdf205b834439753db4679fc603653e548da5ff457d5e44f30ee44d9afe79|0,0,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|1,0,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,0,1
2378|4c0dc8ca95dfe61de1b877b9d225280f804063ca7c25b572c3c277d45a1e1ad1|77ccade2f5bcba6f02e33ee142c7475e57b48c7b5cede2862a005efbffb5356f|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,1,1,1,1|0,0,0,0,0|1,0,0,0,0|1,0,0,0,1|0,0,0,0,0|0,0,0,0,0
2379|badd9884fe3f06aee2c5b2bcb5430d4be239eb0857fcabcf39f31f0c976c88ee|57181d6e88c35d73e924bb306cb01716bfe4ead19c48aac649bf8bc9be4b192c|0,0,0,0,0|0,1,1,1,1|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0
2380|1668bbbeea1e2901e8f9a290c6b12ebb0bfcc378fc2a43f9f6b9bb6b4fd24241|7af55a9ac37a4d269274c59e98f432c8849466bef140aefa62031e197653fbaf|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,1,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2381|db7fa6319dcd887349dca521c1d827f133de28dabd165feffddd4998d1ba1c98|ccf1c0ecb8ffd05945984fffd44f8aadeb84d3ebd3602ceb487c6495b0a59062|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2382|dbdc587bfbc567a429e8ec6bb02655a24328d1c8f14bc80671ce7ccd9db82845|fffd265330d7741dda47cf95a9059167d06de88dfaa26b6666331bf66373319f|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|1,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2383|a4b17e7753ba31153faedfb0a62d7bf5a52c36adeed0ab16eee2559eeb539e36|68919b10feadbf75ca48180f95c1a0abd56d1902d2b41cdbb8bf6cd6c2ea929f|1,1,1,1,1|1,0,1,0,1|1,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2384|e81952cc04029abe5ca7e8d032bf6f20a44280ec7666a4296645b965820dcd6f|51ceda055469d5a0e52b062eee744f5f9229a962af5c7e820a2339f16361be41|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,1,1,1|0,0,0,0,0
2385|733e4e67f9766b24dab70611d337941b158cde85eb2bd40ed4f81054699d9e54|d5f4e0750500e25628be0e7805f2cd3e382b60d3905e1eb9552f2008508ecd9a|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,1,1,1,1
2386|b371d01c43c7cda55718948948d08a480b4a4a6b0b70de25aa0c172c3f8f80e7|b42e019dc570b263cf1a44953b212ea92f963adbb3467d67a9704eac9f78f4b9|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2387|015475dfd21c2050b6c748e869dffd248ac426db510e81f9f1381d35a97e9eb0|ca9a7de3c9aff8d2e807a5c2a44be3efb37c071a08ae1b4d87af93de486d52c2|1,1,1,1,1|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,1,0,0
2388|3a22cdeca02995b99228073eb61de271de3e286dd0dea75db37855f80883ab98|ca55142caef4c41be2e9dbc9434b48e3d1897ef37e61165cfa1b9d83d9287492|1,1,0,0,0|1,0,1,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1
2389|0f1c054f0037e136887a151f99ee823630f9b390aa28ee38b9a133318ecc0dd4|55cc42b9d42a7f1be5b622d92ef76fd5fde1bdc960f4d699ec807e1c874d7d7e|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2390|60501db3276c9f0cb4303cca5b4d47cea96587e566efca5b698644feabbc380e|2f2b945892a9a09eed68d4c46c2d714da93f9e88453bf3f28db34fde2d85463d|0,0,0,0,0|0,0,0,0,0|0,0,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,0,1|0,0,0,0,0
2391|336534307af266f4f0fd5e45e587659aab46eaee3ebb7e4c7286cdf1f47657d1|a310aea43d806604a8d7203c347268a62c66d7e48cd73042d1bd5d069d1c6747|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|1,1,1,1,1|0,0,0,0,0
2392|fca73de8162cd219b942780293fd49f5c050785610df32b0d6c212b4f87f8ef0|0ffcef8aba2712acb96ff99ec31406777cf4180d34bc18e221ca8eb6650c6d0d|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,1,1|0,0,0,0,0
2393|ffca130d8b5049c67485dba90dfaa1456bd4d24fd0afe928fd8427bb0c52e3e9|51ceda055469d5a0e52b062eee744f5f9229a962af5c7e820a2339f16361be41|0,0,0,0,0|0,0,0,0,0|1,1,0,0,1|0,0,0,0,0|0,0,0,0,0|1,0,1,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2394|599efc7e26854502f391b62650372b4948829baf2f7b215bd6cbf13490e40c1d|39cb7c25ecaeb969c01fa793ee3dd9cfcc6a680af837f9d1f9516567692ab13b|0,0,0,0,0|0,0,0,0,0|1,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0
2395|3c23410d76d0e2fd8049fb89765e11fb66574eae35526bc02de2d4408912efff|b42e019dc570b263cf1a44953b212ea92f963adbb3467d67a9704eac9f78f4b9|1,1,1,1,1|0,0,0,0,1|0,0,0,0,0|1,1,1,1,1|0,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2396|163f6db73de6e4f5d37f13c6516e43682ab8ea2998e1219479cb19836b27b496|30329d6195f9319c8f7e0a395f3de9aa8ac50df784e3a3791befe15855964797|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,1|1,1,1,0,1|0,0,1,1,1|0,0,0,0,0
2397|fe90bd3da21007b3cd8908e0b861885c93193da6f0daa6206de603e3f5f50b29|cf8dae2aed4ccfd1283405ef234bd7cd1f1e60e1020c1288b48db7204601d590|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,1,0,1,1|1,1,1,0,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0
2398|7d39c561e80174c2244e840701e859e3b94f4fa26b27eb944375532250bf6cd3|8a318cac5db4ac1423a93e4ee6cfc44404bfdcac430f395387a6dfc4732d9463|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2399|a2410f411c26f8a9b9c2894fdd014e12b029059655fa2434f9b953ce0548b47c|7763b062e5a405bb0f868478759d9d324c4f356c9cef488cb2b7d883265e8ced|1,1,0,0,1|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2400|8da2b7a9e96bfef65539b2d064a7d5e9d078091a5663ef5bccca038662b23c07|edf83b476c546011d22578f6e62dc1e1391d1e9921fbe04eccd86dc120b8e452|1,1,1,1,1|1,0,1,1,1|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2401|4b3f328d82b39c74c16bdc8cd94a9d1e5a9d7d61420d32fb863a7988bbce6172|7ea3b58f0b4b55ea23adbe992510acd2e06196fb8a2fda6bd1317b3676bf478c|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0
2402|4fc4064bd9812336bd4dda1abfd6c85164198031e7e19b47b14581c849b894e0|243452d1370df52df544f1c0124afa7d1f472c54e53e58102e50df399daaab48|1,1,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2403|e239c8109b050866a83a7170afc8ce2326024809e6aad24657bddacee1efcd31|fedb553eb78a2e42eebc925614db98bbd13389e31bb9032262864fde0c8351d9|1,1,1,1,1|0,0,1,1,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1
2404|d1094877049e50edf56c3d2b1ae39623200b5ad2ce4836687de6d7f31a576bbe|f2b15b8af151bce738cf27674c9fc3f292f5f853d5513ddfe1c26d8eb6ae64c7|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2405|2b64c3d10eaaa9f3c7f7e50873c2590e7f2315f9cfef174b672ef2061a8c51a9|f9905a3db55f3f874da99491582a6c71c55ed4a3ad8c3d8ba22c73566b23d09a|1,1,0,1,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,1|0,0,0,0,0|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2406|e487fc60852fec88d96547c7333407ff00ac9e6468321e9f4e413b397fa1b237|b42e019dc570b263cf1a44953b212ea92f963adbb3467d67a9704eac9f78f4b9|0,1,0,0,0|0,0,0,1,0|0,1,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,1,0,1|0,0,0,0,0
2407|c4a962e63eea9da7335affa58ee52fcb9d465bd722521dd140cacc02c99324c9|89e98ee817cb12899fa0cccae4465df2b9961ede79241817b017c0469470b424|0,0,0,1,1|1,1,1,1,1|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0
2408|547a6a806e1a8774a7819e456f5dca44fc64e10a84d822046a8f7c95eeb39c21|ee2ea3cc9ef7824d2f1fdeb076e81006012860717096fb228390f8528ac9872f|0,0,0,0,0|0,0,0,0,0|1,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|1,1,0,1,1|0,0,0,0,0
2409|78e013455cfa1e73ccdefc3100e23ac35f1e6014de1587eab55bbd997dd05e3b|a310aea43d806604a8d7203c347268a62c66d7e48cd73042d1bd5d069d1c6747|1,1,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2410|535a83ea840cfffb68f721f30a910e29bb68abbeb97670457331284be6a6ca13|e047c0954e26f33f2ebb63edd61d798d045b66a24c8c98d1545fb722c9a9dfb7|1,1,0,0,0|1,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|1,1,1,0,1
2411|a5a965d4652f6541d74ac435b466a657aae355fb185da0aa67362fb978e2f217|2877567166ac4a5a71b72179c63eeaf71b4ff3c8b0ef25407eaa38ab5728d614|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2412|21871872e678d06d3a231407764c055f838a28ec4cbe56b070582e3d7e3921c4|e41b15457d5c2d2d31d88ac8fbde4363853cffc509d911040cbaa77eb3d81807|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2413|b62f186f4a390a47e2d56dd000261031a87218192055234a6f0dce31a6396128|e580045a01a2d8ef8793e6661d8830202d601ab999d119f47c7d02b2fc1fa3aa|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,1,1|1,0,1,1,1
2414|6692ecbfdf34e94d2806b89132b338363c2cbc93ec4c541724f2a6eaeba8ac5c|a8082e2f840491bf9a4a9956b48e9874b0d2c7d3599be900cafe6a50528f9a08|0,0,1,1,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2415|622dafa03ce2d7a24817c4be25c1c1d16cf6a5e9c5a21a81a23b74c820b93b48|aca6f9c8fd88e82e62a7c71c9c9f03e6bfecc977ba84422e4ce915537a04eb70|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2416|ea4b4c84ccbb3632bc4e29c4ff25c9c278da9a5bf27ac067ff41ffa27043dfcd|8b245a04c138105e7c29403b3d9d101973aab9aa9c1db618f2ece51fb92f4270|1,1,1,1,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2417|5950787af4ce59d6e9ee958dcf4b350652c143b42ef194c2a51be9f8891a3aa9|243452d1370df52df544f1c0124afa7d1f472c54e53e58102e50df399daaab48|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,1,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0
2418|2efc079c6a214dce1b31ae41ded1d5331389f60b674861b6d3f301a18c3a619c|f9905a3db55f3f874da99491582a6c71c55ed4a3ad8c3d8ba22c73566b23d09a|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,1,1,1,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0
2419|c55423c5616ce36edd3f3275c8cd9d66f18b1adc788427d9c171b531089e185a|aa7d9929a01d48d66e3603162a8a28915829015872d165a70e2f2d5478ad51db|1,0,1,1,0|1,0,1,1,0|1,0,0,0,0|1,0,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2420|cd523326d03be2157803cd4df242bc708b1c7cba44604c88fd407e6baac3d661|0b35e9c447453f7e212ea152fb67b07439f75d612e02e51e3460e0ee88368954|1,0,1,1,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2421|230a56f57e1b45a582daa84607b3a64afaef768102de90e2a43a499d027ae4cd|8a318cac5db4ac1423a93e4ee6cfc44404bfdcac430f395387a6dfc4732d9463|1,0,1,1,0|0,0,0,0,0|1,1,0,1,1|0,0,0,0,0|0,1,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2422|a5cb39ebf7e2dee3231ee891c5094a92f2d6b1f618c44b59b6ac6faa1dc2b891|95cd4213792b2321f0c309c2aae338b2dc523e663fe32d8d3ac93df1471d1559|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,0,0|0,0,0,0,0
2423|45c0cd137263c98c71a4ae7b9a0f5c7fd5c319769c95d9a970c1534708b3439d|78ae5bb97f10b6b4da6a6b4116696379714dc00f8dfd950ae07d6474cde890a1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,0
2424|b66f6c89ca8127aff84d90879b5c19f798c7ed89c8e85f1598f5d36ef5441c8e|7e849022567d22040be250a946e3c4780b7a9f2795af3d25baf79bef530174dc|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,1,0|0,0,0,1,0
2425|535e856a1d0079e45848d303158781839c8a7c8840523f4bd9eb2e99306c1f5f|4c7f517dc6aaa33af09a8edfc6f408c92e84efd41386b84308bf213cadeb1e54|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|1,0,0,0,0|1,1,1,1,1|1,1,1,1,1
2426|79c3576249b2f14f0df28e951f64c0c4be36eab0c6e39afdce5fd706cc8592bb|451475081033d2421ed5f2289237ea1f970ae5542cf3556265f6bfd62339f496|1,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2427|4a5526c4fdb367372e54bf707a3d4cfee2821b8df4fe9a67ce103cddcf6067f8|a3684c6be0aef8d32b16ba5aade909eb066c2fe339efe6bdb7277ddadf34577a|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|1,0,1,1,0
2428|4e225f9745a4bb13880fffe1e621bf238676fa2f7634badf80f729d1a6ea557a|86eb9d6b9f4d2e760d5eb4815bb608772c430325257366e26c29c3ae6a7d548e|0,0,0,0,1|0,0,0,0,0|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,1,0|0,0,0,0,0
2429|fb89d66a1eabde47ac9d658cdafe8ff185241379722e3268c4f62a6bf748e6b3|2eae06e74616dc275a179e0975547a0cf2e78c0f51cee2bd6806463535f55462|1,0,1,1,1|1,0,0,1,1|0,0,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2430|a60d65b294929676b778bc79c404877c709cce52ba76450d961d3ed5bb1a86a4|c2e0bed470fc755f8c8b82556a27c3164245196c17945cfa831fd7c7f84158cd|0,0,0,0,0|0,0,0,0,0|0,1,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,1,1|0,0,0,0,0
2431|5abc10bc9cbe4965ef0b664cf4bc6bce62b0d135960670b688c3e533117c2edc|749a9c0692c58f1ae9410acf8350f5b9010d8c761219a212422282563e10549a|1,0,0,0,1|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2432|a8a3f15b7c36d1a3e06893e3e9ac0b35016b0f8c56fab603f8b1582489acb423|e9bd08e92179bd80e834f5dee5a872442f3bdab468f839d94b0be663bf713759|1,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2433|c5ddb437a2895f4919cf447b036eea3a8a8ea6b98f1873788d3ef341e6cc3d11|b9cf5f73d8d2d3a55b7303a886780a0d8e966effdb9d09b97bcb16dfd9184de6|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,1,1,0|1,0,0,0,1|0,1,1,1,1|0,0,0,1,0
2434|bc689756d9810d33da8833e803844540816cf20767313b0e1f95d577010ef5ec|1340e1f350dbe999ac3956a1b5c01f67520e57a91375cde87429ba780491987b|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,1,1|0,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2435|0beca59ea19d3cc0d4465b9602806e01c5a952f3cfc4eba14d4b8e35fae81d17|3d4fc36750110b34996941c93abb9f70427380804ed8dac43e686d6eb528136d|0,0,0,0,1|0,1,0,0,1|0,0,0,0,0|0,0,1,0,0|1,1,1,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2436|e7b51dd61b453bf76269efe04101fec5f5a6e5f1a21930e3f354ef609bbaaf1f|7f06129ec62ac6198b16dd2110f24e7e4bd524e3e0f4394b4c5980134d851a4e|1,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,1,1|0,0,0,0,0
2437|de887ca1af544f58663cfcf3121b1e6d298dee0b6a2b8d3f68f4f2fdb42680b4|cabaffae1fd74c915a409929b139f1a0a1564374366fd77c7acb2b48ef22a264|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0
2438|9f949ce2a493d8181f03c265984b1408c7a5cd6451b6ad1e04376e0913a46f71|30b2e65de438a5623a70ef3f361d64babd18c9eee06ea0a4997e6da7c758b1de|0,1,1,1,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0
2439|0cea2e21950fad208eb72ad5b60b67df1da9b1ddab5934d64d327b3b8e8f4669|a5c41ea4925b16e056300d955a3b4f8430321aeb8a26fd57b8db5b2eae1c96d9|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2440|a266cf04e1241ba50d6cb63266fe46569a3598bfa78a508940b837156c4642f3|263a40ba9227dadcb1ee6437065d7b7836be18360206fc7bbee9deb031efb259|0,1,1,1,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,1|0,0,0,0,0
2441|5d75219807545cc5b133c04f8c8378aeadc9ca37e3df2d06a93a8edbec52a80e|9c6723265fd7444fb41dbc81b6f10faecba3b990ac627cd510bb5079769008c3|1,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,1,0,1,0|0,0,0,0,0
2442|4457632f71c7d2b9a181e2fa04813c71bd7d76ecf5c7dd3cb842e416ce519311|33e2a77223541984e42cb865af7f1934a920e24005dc3e8cb441c5dc27077333|0,0,0,0,0|0,0,0,0,0|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
2443|3ad85d43de854b83ebe8d1ba2ffc76eadaee5490c32f912ec2f9201de383eab9|7e2f36e4502aeb8f84bca0eb38fd638a4910e4a624180f65ded57187571775e8|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2444|0b5c420e100b80365ff44ea8d7211015650df69fd07d6fd6a5bd44ca21abeda4|51ceda055469d5a0e52b062eee744f5f9229a962af5c7e820a2339f16361be41|1,1,1,1,1|0,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0
2445|50fd12c7f523fa0832d87e17e0842e970e70841925a1dc3ae9a2fbb6c7b9bad4|aab6e54f6355da307663ef52d1c9f3b3bdee1fdec56679ca786ac73be24ef57b|1,1,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2446|9ffd828d5e0e4f5b1fb317de27d8662532d2495d229399a182f5b7f41c1308c9|91405b940edf469e921f07dd72cf4c2569e2f6ba6924f4108e9ad258c28c2417|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0|0,1,0,1,1|0,0,0,0,0
2447|e23e9152cf56ef171552f553a58c5d935e0d95165ab42029370a56984dde86e7|7ee4e666956636adefbc99ba2d13ccc97587b47b6ad9b4783133bbc6e752e1d3|1,0,0,0,0|1,1,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,1|0,0,0,0,0
2448|056e0fc7300266894ff5d3669a584fdc7ea8b4aa68807da25210f00e1ae1124c|38d3438a84b2ad226e275e192a15fe21532473456a995e28f93d86c7f252a22d|0,1,0,0,0|0,1,1,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2449|db0e58e60fcea007aac7839196458e28473a11c5aa48a2e97cb0459ce311d0d7|0c7e9d85ebc2557a187c393647ac5a372dd3d66b2a1299571c79bd04fe01d72b|1,1,1,1,1|0,0,0,0,1|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
2450|81cab2832fcf9b33c57c9fdc4f173d1395af4f3b2348f2f932baedb59ed2e568|f9905a3db55f3f874da99491582a6c71c55ed4a3ad8c3d8ba22c73566b23d09a|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
